t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
67.0,-0.436,0.110,-4.971,0.029,0.025,2,14,0,0.147,0,0,0.030,-2.731,-0.027,-5.046,-0.046,0.088,2,14,0,0.146,0,0,0.150,2.301,0.449,0,0,0.147,0.000,0.000,0.000,0.000
68.0,-0.390,0.092,-4.984,0.016,0.023,2,14,0,0.168,0,0,0.074,-2.634,-0.005,-5.032,-0.032,0.018,2,14,0,0.127,0,0,0.245,2.246,0.401,0,0,0.168,0.000,0.000,0.000,0.000
69.0,-0.412,0.030,-5.069,-0.069,0.042,2,14,0,0.192,0,0,0.091,-2.693,0.008,-5.037,-0.037,0.107,2,14,0,0.172,0,0,0.186,2.281,0.413,0,0,0.192,0.000,0.000,0.000,0.000
70.0,-0.481,0.077,-5.016,-0.016,0.042,2,14,0,0.122,0,0,0.032,-2.843,0.063,-4.959,0.041,0.132,2,14,0,0.149,0,0,0.065,2.363,0.487,0,0,0.149,0.000,0.000,0.000,0.000
71.0,-0.479,0.174,-4.957,0.043,0.029,2,14,0,0.123,0,0,0.070,-2.938,0.047,-5.004,-0.004,0.098,2,14,0,0.147,0,0,0.070,2.462,0.510,0,0,0.147,0.000,0.000,0.000,0.000
72.0,-0.479,0.225,-5.014,-0.014,0.006,2,14,0,0.166,0,0,0.123,-2.980,0.053,-4.991,0.009,0.037,2,14,0,0.119,0,0,0.111,2.507,0.529,0,0,0.166,0.000,0.000,0.000,0.000
73.0,-0.456,0.134,-4.995,0.005,0.060,2,14,0,0.194,0,0,0.031,-3.063,-0.061,-4.993,0.007,0.043,2,14,0,0.175,0,0,0.197,2.614,0.475,0,0,0.194,0.000,0.000,0.000,0.000
74.0,-0.567,0.075,-5.021,-0.021,0.049,2,14,0,0.122,0,0,0.106,-3.005,-0.073,-4.972,0.028,0.083,2,14,0,0.147,0,0,0.151,2.443,0.572,0,0,0.147,0.000,0.000,0.000,0.000
75.0,-0.556,0.049,-5.023,-0.023,0.040,2,14,0,0.129,0,0,0.107,-2.835,-0.053,-5.021,-0.021,0.104,2,14,0,0.151,0,0,0.076,2.281,0.558,0,0,0.151,0.000,0.000,0.000,0.000
76.0,-0.474,0.081,-5.006,-0.006,0.068,2,14,0,0.157,0,0,0.026,-2.798,-0.024,-4.998,0.002,0.054,2,14,0,0.153,0,0,0.087,2.326,0.481,0,0,0.157,0.000,0.000,0.000,0.000
77.0,-0.404,0.092,-4.977,0.023,0.035,2,14,0,0.123,0,0,0.062,-2.776,0.035,-4.974,0.026,0.044,2,14,0,0.145,0,0,0.105,2.373,0.415,0,0,0.145,0.000,0.000,0.000,0.000
78.0,-0.350,0.089,-4.992,0.008,0.012,2,14,0,0.141,0,0,0.116,-2.814,0.119,-4.969,0.031,0.052,2,14,0,0.159,0,0,0.128,2.464,0.361,0,0,0.159,0.000,0.000,0.000,0.000
79.0,-0.361,0.120,-4.990,0.010,0.050,2,14,0,0.126,0,0,0.106,-2.912,0.153,-5.003,-0.003,0.063,2,14,0,0.119,0,0,0.148,2.551,0.380,0,0,0.126,0.000,0.000,0.000,0.000
80.0,-0.475,0.113,-5.009,-0.009,0.073,2,14,0,0.132,0,0,0.013,-2.908,0.094,-5.079,-0.079,0.082,2,14,0,0.153,0,0,0.092,2.434,0.488,0,0,0.153,0.000,0.000,0.000,0.000
81.0,-0.504,0.129,-5.040,-0.040,0.041,2,14,0,0.166,0,0,0.046,-2.879,0.034,-5.064,-0.064,0.078,2,14,0,0.134,0,0,0.026,2.377,0.520,0,0,0.166,0.000,0.000,0.000,0.000
82.0,-0.515,0.179,-5.022,-0.022,0.008,2,14,0,0.154,0,0,0.090,-2.904,-0.067,-5.009,-0.009,0.067,2,14,0,0.152,0,0,0.079,2.402,0.545,0,0,0.154,0.000,0.000,0.000,0.000
83.0,-0.535,0.131,-4.948,0.052,0.036,2,14,0,0.163,0,0,0.075,-2.915,-0.114,-4.958,0.042,0.013,2,14,0,0.167,0,0,0.128,2.393,0.551,0,0,0.167,0.000,0.000,0.000,0.000
84.0,-0.555,0.090,-4.967,0.033,0.046,2,14,0,0.167,0,0,0.091,-2.882,-0.058,-4.945,0.055,0.057,2,14,0,0.158,0,0,0.067,2.332,0.562,0,0,0.167,0.000,0.000,0.000,0.000
85.0,-0.478,0.011,-5.040,-0.040,0.061,2,14,0,0.149,0,0,0.094,-2.866,-0.036,-4.995,0.005,0.051,2,14,0,0.145,0,0,0.047,2.389,0.478,0,0,0.149,0.000,0.000,0.000,0.000
86.0,-0.393,0.061,-5.007,-0.007,0.053,2,14,0,0.121,0,0,0.083,-2.877,-0.027,-5.001,-0.001,0.039,2,14,0,0.120,0,0,0.036,2.485,0.398,0,0,0.121,0.000,0.000,0.000,0.000
87.0,-0.365,0.122,-5.021,-0.021,0.039,2,14,0,0.131,0,0,0.101,-2.876,-0.060,-5.022,-0.022,0.028,2,14,0,0.129,0,0,0.068,2.517,0.385,0,0,0.131,0.000,0.000,0.000,0.000
88.0,-0.400,0.120,-4.972,0.028,0.041,2,14,0,0.168,0,0,0.068,-2.897,-0.007,-5.030,-0.030,0.035,2,14,0,0.132,0,0,0.024,2.500,0.418,0,0,0.168,0.000,0.000,0.000,0.000
89.0,-0.485,0.136,-4.918,0.082,0.045,2,14,0,0.123,0,0,0.038,-2.852,0.063,-4.973,0.027,0.039,2,14,0,0.123,0,0,0.060,2.369,0.504,0,0,0.123,0.000,0.000,0.000,0.000
90.0,-0.502,0.178,-4.950,0.050,0.016,2,14,0,0.134,0,0,0.082,-2.833,0.147,-4.990,0.010,0.010,2,14,0,0.125,0,0,0.146,2.331,0.532,0,0,0.134,0.000,0.000,0.000,0.000
91.0,-0.496,0.162,-5.025,-0.025,0.032,2,14,0,0.119,0,0,0.066,-2.852,0.136,-5.026,-0.026,0.054,2,14,0,0.118,0,0,0.131,2.356,0.522,0,0,0.119,0.000,0.000,0.000,0.000
92.0,-0.469,0.119,-5.078,-0.078,0.046,2,14,0,0.118,0,0,0.015,-2.907,0.085,-5.026,-0.026,0.081,2,14,0,0.117,0,0,0.083,2.440,0.483,0,0,0.118,0.000,0.000,0.000,0.000
93.0,-0.465,0.075,-5.048,-0.048,0.032,2,14,0,0.135,0,0,0.029,-3.011,0.022,-5.017,-0.017,0.068,2,14,0,0.129,0,0,0.133,2.546,0.471,0,0,0.135,0.000,0.000,0.000,0.000
94.0,-0.434,0.051,-5.008,-0.008,0.016,2,14,0,0.152,0,0,0.061,-2.930,-0.011,-4.995,0.005,0.074,2,14,0,0.149,0,0,0.057,2.497,0.437,0,0,0.152,0.000,0.000,0.000,0.000
95.0,-0.456,0.025,-4.937,0.063,0.015,2,14,0,0.148,0,0,0.080,-2.867,-0.016,-5.001,-0.001,0.054,2,14,0,0.147,0,0,0.027,2.413,0.456,0,0,0.148,0.000,0.000,0.000,0.000
96.0,-0.418,0.092,-4.948,0.052,0.045,2,14,0,0.124,0,0,0.048,-2.835,-0.051,-4.977,0.023,0.032,2,14,0,0.125,0,0,0.074,2.422,0.428,0,0,0.125,0.000,0.000,0.000,0.000
97.0,-0.444,0.149,-4.987,0.013,0.041,2,14,0,0.121,0,0,0.049,-2.795,-0.082,-5.001,-0.001,0.012,2,14,0,0.120,0,0,0.122,2.362,0.469,0,0,0.121,0.000,0.000,0.000,0.000
98.0,-0.460,0.168,-5.047,-0.047,0.014,2,14,0,0.165,0,0,0.064,-2.779,-0.057,-5.005,-0.005,0.054,2,14,0,0.154,0,0,0.119,2.330,0.490,0,0,0.165,0.000,0.000,0.000,0.000
99.0,-0.491,0.150,-5.029,-0.029,0.023,2,14,0,0.128,0,0,0.052,-2.833,-0.037,-4.974,0.026,0.071,2,14,0,0.124,0,0,0.064,2.350,0.513,0,0,0.128,0.000,0.000,0.000,0.000
100.0,-0.541,0.150,-4.965,0.035,0.030,2,14,0,0.147,0,0,0.088,-2.928,0.031,-4.950,0.050,0.075,2,14,0,0.117,0,0,0.054,2.390,0.561,0,0,0.147,0.000,0.000,0.000,0.000
101.0,-0.485,0.081,-4.964,0.036,0.060,2,14,0,0.146,0,0,0.031,-2.935,0.094,-4.973,0.027,0.032,2,14,0,0.145,0,0,0.102,2.450,0.492,0,0,0.146,0.000,0.000,0.000,0.000
102.0,-0.410,0.023,-4.987,0.013,0.033,2,14,0,0.153,0,0,0.098,-2.921,0.127,-4.935,0.065,0.023,2,14,0,0.149,0,0,0.127,2.513,0.411,0,0,0.153,0.000,0.000,0.000,0.000
103.0,-0.438,0.020,-4.941,0.059,0.027,2,14,0,0.135,0,0,0.088,-2.902,0.049,-4.936,0.064,0.061,2,14,0,0.127,0,0,0.047,2.464,0.439,0,0,0.135,0.000,0.000,0.000,0.000
104.0,-0.420,0.007,-4.957,0.043,0.051,2,14,0,0.152,0,0,0.107,-2.937,-0.039,-5.034,-0.034,0.054,2,14,0,0.148,0,0,0.076,2.519,0.420,0,0,0.152,0.000,0.000,0.000,0.000
105.0,-0.428,0.094,-4.975,0.025,0.079,2,14,0,0.165,0,0,0.039,-2.877,-0.111,-5.100,-0.100,0.048,2,14,0,0.154,0,0,0.119,2.461,0.438,0,0,0.165,0.000,0.000,0.000,0.000
106.0,-0.495,0.159,-5.012,-0.012,0.064,2,14,0,0.150,0,0,0.062,-2.809,-0.111,-4.994,0.006,0.041,2,14,0,0.120,0,0,0.139,2.329,0.520,0,0,0.150,0.000,0.000,0.000,0.000
107.0,-0.548,0.201,-5.052,-0.052,0.010,2,14,0,0.151,0,0,0.127,-2.850,-0.034,-4.978,0.022,0.070,2,14,0,0.149,0,0,0.051,2.315,0.583,0,0,0.151,0.000,0.000,0.000,0.000
108.0,-0.508,0.181,-5.037,-0.037,0.042,2,14,0,0.175,0,0,0.088,-2.888,0.027,-4.995,0.005,0.063,2,14,0,0.175,0,0,0.020,2.385,0.539,0,0,0.175,0.000,0.000,0.000,0.000
