t,d0_x,d0_y,d0_z,d0_poserr,d0_solve_ms,d1_x,d1_y,d1_z,d1_poserr,d1_solve_ms,d2_x,d2_y,d2_z,d2_poserr,d2_solve_ms,d3_x,d3_y,d3_z,d3_poserr,d3_solve_ms,d4_x,d4_y,d4_z,d4_poserr,d4_solve_ms,leader_x,leader_y,leader_z,formation_max_err,min_spacing
1.9500,0.0000,-0.0000,-10.0000,0.0000,0.0732,-0.0000,3.0000,-10.0000,0.0000,0.0764,0.0000,-3.0000,-10.0000,0.0000,0.0443,3.0000,0.0000,-10.0000,0.0000,0.0443,-3.0000,0.0000,-10.0000,0.0000,0.0439,0.0000,0.0000,-5.0000,0.0000,3.0000
2.0000,0.0000,-0.0000,-10.0000,0.0000,0.0730,-0.0000,3.0000,-10.0000,0.0000,0.0768,0.0000,-3.0000,-10.0000,0.0000,0.0442,3.0000,0.0000,-10.0000,0.0000,0.0473,-3.0000,0.0000,-10.0000,0.0000,0.0473,0.0000,0.0000,-5.0000,0.0000,3.0000
2.0500,0.0000,-0.0000,-10.0000,0.0000,0.0768,-0.0000,3.0000,-10.0000,0.0000,0.0805,0.0000,-3.0000,-10.0000,0.0000,0.0438,3.0000,0.0000,-10.0000,0.0000,0.0437,-3.0000,0.0000,-10.0000,0.0000,0.0466,0.0000,0.0000,-5.0000,0.0000,3.0000
2.1000,0.0000,-0.0000,-10.0000,0.0000,0.0726,-0.0000,3.0000,-10.0000,0.0000,0.0759,0.0000,-3.0000,-10.0000,0.0000,0.0445,3.0000,0.0000,-10.0000,0.0000,0.0436,-3.0000,0.0000,-10.0000,0.0000,0.0434,0.0000,0.0000,-5.0000,0.0000,3.0000
2.1500,0.0000,-0.0000,-10.0000,0.0000,0.0722,-0.0000,3.0000,-10.0000,0.0000,0.0786,0.0000,-3.0000,-10.0000,0.0000,0.0435,3.0000,0.0000,-10.0000,0.0000,0.0436,-3.0000,0.0000,-10.0000,0.0000,0.0437,0.0000,0.0000,-5.0000,0.0000,3.0000
2.2000,0.0000,-0.0000,-10.0000,0.0000,0.0734,-0.0000,3.0000,-10.0000,0.0000,0.0769,0.0000,-3.0000,-10.0000,0.0000,0.0463,3.0000,0.0000,-10.0000,0.0000,0.0438,-3.0000,0.0000,-10.0000,0.0000,0.0464,0.0000,0.0000,-5.0000,0.0000,3.0000
2.2500,0.0000,-0.0000,-10.0000,0.0000,0.0768,-0.0000,3.0000,-10.0000,0.0000,0.0762,0.0000,-3.0000,-10.0000,0.0000,0.0437,3.0000,0.0000,-10.0000,0.0000,0.0445,-3.0000,0.0000,-10.0000,0.0000,0.0439,0.0000,0.0000,-5.0000,0.0000,3.0000
2.3000,0.0000,-0.0000,-10.0000,0.0000,0.0730,-0.0000,3.0000,-10.0000,0.0000,0.0767,0.0000,-3.0000,-10.0000,0.0000,0.0440,3.0000,0.0000,-10.0000,0.0000,0.0440,-3.0000,0.0000,-10.0000,0.0000,0.0440,0.0000,0.0000,-5.0000,0.0000,3.0000
2.3500,0.0000,-0.0000,-10.0000,0.0000,0.0732,-0.0000,3.0000,-10.0000,0.0000,0.0768,0.0000,-3.0000,-10.0000,0.0000,0.0443,3.0000,0.0000,-10.0000,0.0000,0.0461,-3.0000,0.0000,-10.0000,0.0000,0.0439,0.0000,0.0000,-5.0000,0.0000,3.0000
2.4000,0.0000,-0.0000,-10.0000,0.0000,0.0736,-0.0000,3.0000,-10.0000,0.0000,0.0765,0.0000,-3.0000,-10.0000,0.0000,0.0443,3.0000,0.0000,-10.0000,0.0000,0.0441,-3.0000,0.0000,-10.0000,0.0000,0.0442,0.0000,0.0000,-5.0000,0.0000,3.0000
