t,d0_x,d0_y,d0_z,d0_poserr,d0_solve_ms,d1_x,d1_y,d1_z,d1_poserr,d1_solve_ms,leader_x,leader_y,leader_z,formation_max_err,min_spacing
1.8500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
1.9000,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
1.9500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
2.0000,0.0000,0.0000,-10.0000,0.0000,0.0427,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
2.0500,0.0000,0.0000,-10.0000,0.0000,0.0438,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
2.1000,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
2.1500,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
2.2000,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0425,0.0000,0.0000,-5.0000,0.0000,3.0000
2.2500,0.0000,0.0000,-10.0000,0.0000,0.0436,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
2.3000,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
2.3500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
2.4000,0.0000,0.0000,-10.0000,0.0000,0.0416,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
2.4500,0.0000,0.0000,-10.0000,0.0000,0.0431,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
2.5000,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
2.5500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
2.6000,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
2.6500,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0444,0.0000,0.0000,-5.0000,0.0000,3.0000
2.7000,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
2.7500,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
2.8000,0.0000,0.0000,-10.0000,0.0000,0.0425,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
2.8500,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0425,0.0000,0.0000,-5.0000,0.0000,3.0000
2.9000,0.0000,0.0000,-10.0000,0.0000,0.0444,-3.0000,0.0000,-10.0000,0.0000,0.0460,0.0000,0.0000,-5.0000,0.0000,3.0000
2.9500,0.0000,0.0000,-10.0000,0.0000,0.0432,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
3.0000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
3.0500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
3.1000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0428,0.0000,0.0000,-5.0000,0.0000,3.0000
3.1500,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0425,0.0000,0.0000,-5.0000,0.0000,3.0000
3.2000,0.0000,0.0000,-10.0000,0.0000,0.0428,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
3.2500,0.0000,0.0000,-10.0000,0.0000,0.0425,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
3.3000,0.0000,0.0000,-10.0000,0.0000,0.0440,-3.0000,0.0000,-10.0000,0.0000,0.0450,0.0000,0.0000,-5.0000,0.0000,3.0000
3.3500,0.0000,0.0000,-10.0000,0.0000,0.0429,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
3.4000,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
3.4500,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
3.5000,0.0000,0.0000,-10.0000,0.0000,0.0464,-3.0000,0.0000,-10.0000,0.0000,0.0450,0.0000,0.0000,-5.0000,0.0000,3.0000
3.5500,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0428,0.0000,0.0000,-5.0000,0.0000,3.0000
3.6000,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
3.6500,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
3.7000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0441,0.0000,0.0000,-5.0000,0.0000,3.0000
3.7500,0.0000,0.0000,-10.0000,0.0000,0.0446,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
3.8000,0.0000,0.0000,-10.0000,0.0000,0.0426,-3.0000,0.0000,-10.0000,0.0000,0.0426,0.0000,0.0000,-5.0000,0.0000,3.0000
3.8500,0.0000,0.0000,-10.0000,0.0000,0.0427,-3.0000,0.0000,-10.0000,0.0000,0.0427,0.0000,0.0000,-5.0000,0.0000,3.0000
3.9000,0.0000,0.0000,-10.0000,0.0000,0.0426,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
3.9500,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0455,0.0000,0.0000,-5.0000,0.0000,3.0000
4.0000,0.0000,0.0000,-10.0000,0.0000,0.0447,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
4.0500,0.0000,0.0000,-10.0000,0.0000,0.0440,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
4.1000,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0437,0.0000,0.0000,-5.0000,0.0000,3.0000
4.1500,0.0000,0.0000,-10.0000,0.0000,0.0445,-3.0000,0.0000,-10.0000,0.0000,0.0425,0.0000,0.0000,-5.0000,0.0000,3.0000
4.2000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
4.2500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0426,0.0000,0.0000,-5.0000,0.0000,3.0000
4.3000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0432,0.0000,0.0000,-5.0000,0.0000,3.0000
4.3500,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
4.4000,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
4.4500,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
4.5000,0.0000,0.0000,-10.0000,0.0000,0.0429,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
4.5500,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0437,0.0000,0.0000,-5.0000,0.0000,3.0000
4.6000,0.0000,0.0000,-10.0000,0.0000,0.0430,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
4.6500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
4.7000,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0429,0.0000,0.0000,-5.0000,0.0000,3.0000
4.7500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
4.8000,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
4.8500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
4.9000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
4.9500,0.0000,0.0000,-10.0000,0.0000,0.0440,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
5.0000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
5.0500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0415,0.0000,0.0000,-5.0000,0.0000,3.0000
5.1000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0417,0.0000,0.0000,-5.0000,0.0000,3.0000
5.1500,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0425,0.0000,0.0000,-5.0000,0.0000,3.0000
5.2000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
5.2500,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
5.3000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
5.3500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0431,0.0000,0.0000,-5.0000,0.0000,3.0000
5.4000,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
5.4500,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
5.5000,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
5.5500,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0435,0.0000,0.0000,-5.0000,0.0000,3.0000
5.6000,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0432,0.0000,0.0000,-5.0000,0.0000,3.0000
5.6500,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
5.7000,0.0000,0.0000,-10.0000,0.0000,0.0425,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
5.7500,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
5.8000,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
5.8500,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0435,0.0000,0.0000,-5.0000,0.0000,3.0000
5.9000,0.0000,0.0000,-10.0000,0.0000,0.0427,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
5.9500,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
6.0000,0.0000,0.0000,-10.0000,0.0000,0.0438,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
6.0500,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
6.1000,0.0000,0.0000,-10.0000,0.0000,0.0431,-3.0000,0.0000,-10.0000,0.0000,0.0425,0.0000,0.0000,-5.0000,0.0000,3.0000
6.1500,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
6.2000,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
6.2500,0.0000,0.0000,-10.0000,0.0000,0.0439,-3.0000,0.0000,-10.0000,0.0000,0.0452,0.0000,0.0000,-5.0000,0.0000,3.0000
6.3000,0.0000,0.0000,-10.0000,0.0000,0.0431,-3.0000,0.0000,-10.0000,0.0000,0.0428,0.0000,0.0000,-5.0000,0.0000,3.0000
6.3500,0.0000,0.0000,-10.0000,0.0000,0.0434,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
6.4000,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
6.4500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
6.5000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
6.5500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0427,0.0000,0.0000,-5.0000,0.0000,3.0000
6.6000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0432,0.0000,0.0000,-5.0000,0.0000,3.0000
6.6500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0418,0.0000,0.0000,-5.0000,0.0000,3.0000
6.7000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
6.7500,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
6.8000,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
6.8500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0445,0.0000,0.0000,-5.0000,0.0000,3.0000
6.9000,0.0000,0.0000,-10.0000,0.0000,0.0441,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
6.9500,0.0000,0.0000,-10.0000,0.0000,0.0419,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
7.0000,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0427,0.0000,0.0000,-5.0000,0.0000,3.0000
7.0500,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
7.1000,0.0000,0.0000,-10.0000,0.0000,0.0420,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
7.1500,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
7.2000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
7.2500,0.0000,0.0000,-10.0000,0.0000,0.0431,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
7.3000,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0420,0.0000,0.0000,-5.0000,0.0000,3.0000
7.3500,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0416,0.0000,0.0000,-5.0000,0.0000,3.0000
7.4000,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
7.4500,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0428,0.0000,0.0000,-5.0000,0.0000,3.0000
7.5000,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
7.5500,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0426,0.0000,0.0000,-5.0000,0.0000,3.0000
7.6000,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
7.6500,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0424,0.0000,0.0000,-5.0000,0.0000,3.0000
7.7000,0.0000,0.0000,-10.0000,0.0000,0.0429,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
7.7500,0.0000,0.0000,-10.0000,0.0000,0.0424,-3.0000,0.0000,-10.0000,0.0000,0.0421,0.0000,0.0000,-5.0000,0.0000,3.0000
7.8000,0.0000,0.0000,-10.0000,0.0000,0.0421,-3.0000,0.0000,-10.0000,0.0000,0.0423,0.0000,0.0000,-5.0000,0.0000,3.0000
7.8500,0.0000,0.0000,-10.0000,0.0000,0.0425,-3.0000,0.0000,-10.0000,0.0000,0.0438,0.0000,0.0000,-5.0000,0.0000,3.0000
7.9000,0.0000,0.0000,-10.0000,0.0000,0.0422,-3.0000,0.0000,-10.0000,0.0000,0.0431,0.0000,0.0000,-5.0000,0.0000,3.0000
7.9500,0.0000,0.0000,-10.0000,0.0000,0.0454,-3.0000,0.0000,-10.0000,0.0000,0.0454,0.0000,0.0000,-5.0000,0.0000,3.0000
8.0000,0.0000,0.0000,-10.0000,0.0000,0.0418,-3.0000,0.0000,-10.0000,0.0000,0.0422,0.0000,0.0000,-5.0000,0.0000,3.0000
8.0500,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0433,0.0000,0.0000,-5.0000,0.0000,3.0000
8.1000,0.0000,0.0000,-10.0000,0.0000,0.0417,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
8.1500,0.0000,0.0000,-10.0000,0.0000,0.0423,-3.0000,0.0000,-10.0000,0.0000,0.0419,0.0000,0.0000,-5.0000,0.0000,3.0000
